id	title	imdbID	spanishTitle	imdbPictureURL	year	rtID	rtAllCriticsRating	rtAllCriticsNumReviews	rtAllCriticsNumFresh	rtAllCriticsNumRotten	rtAllCriticsScore	rtTopCriticsRating	rtTopCriticsNumReviews	rtTopCriticsNumFresh	rtTopCriticsNumRotten	rtTopCriticsScore	rtAudienceRating	rtAudienceNumRatings	rtAudienceScore	rtPictureURL
1952	Midnight Cowboy	0064665	Cowboy de medianoche	http://ia.media-imdb.com/images/M/MV5BMTI3MTcyNjk1Nl5BMl5BanBnXkFtZTcwNTEwODEzMQ@@._V1._SY314_CR11,0,214,314_.jpg	1969	midnight_cowboy	8.3	49	44	5	89	6.8	6	5	1	83	3.9	8994	87	http://content6.flixster.com/movie/10/88/51/10885192_det.jpg
1953	The French Connection	0067116	Contra el imperio de la droga	http://ia.media-imdb.com/images/M/MV5BMTY5Nzg5OTIzOF5BMl5BanBnXkFtZTcwMDI5NDA0MQ@@._V1._SY314_CR8,0,214,314_.jpg	1971	french_connection	8.5	45	44	1	97	8.2	6	6	0	100	3.8	8751	86	http://content9.flixster.com/movie/10/93/21/10932163_det.jpg
1954	Rocky	0075148	Rocky	http://ia.media-imdb.com/images/M/MV5BNzM2NDU5ODUzOV5BMl5BanBnXkFtZTcwNDY1MzQyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1976	1017776-rocky	8.1	41	38	3	92	7.6	5	4	1	80	3.2	165793	65	http://content6.flixster.com/movie/10/89/83/10898396_det.jpg
1955	Kramer vs. Kramer	0079417	Kramer contra Kramer	http://ia.media-imdb.com/images/M/MV5BMTQ5MTQ4NzQ4Nl5BMl5BanBnXkFtZTcwODczNzgyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1979	kramer_vs_kramer	7.9	34	30	4	88	7.4	6	5	1	83	3.7	9401	85	http://content8.flixster.com/movie/10/92/41/10924118_det.jpg
1956	Ordinary People	0081283	Gente corriente	http://ia.media-imdb.com/images/M/MV5BMzQzNjAwMDI3Ml5BMl5BanBnXkFtZTcwNDgzNzEyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1980	ordinary_people	7.9	32	29	3	90	7.5	6	5	1	83	3.8	5284	86	http://content8.flixster.com/movie/26/77/267722_det.jpg
1957	Chariots of Fire	0082158	Carros de fuego	http://ia.media-imdb.com/images/M/MV5BNDU5NzczNzczNl5BMl5BanBnXkFtZTcwNTgwNzIyMQ@@._V1._SY314_CR7,0,214,314_.jpg	1981	chariots_of_fire	7.4	36	31	5	86	7.4	6	5	1	83	3.6	7456	77	http://content7.flixster.com/movie/10/93/45/10934597_det.jpg
1958	Terms of Endearment	0086425	La fuerza del cariño	http://ia.media-imdb.com/images/M/MV5BMTg2NzM3NDI1NF5BMl5BanBnXkFtZTcwNTQxNjMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1983	terms_of_endearment	7.4	35	31	4	88	7.1	5	4	1	80	3.7	7594	82	http://content6.flixster.com/movie/26/77/267716_det.jpg
1959	Out of Africa	0089755	Memorias de África	http://ia.media-imdb.com/images/M/MV5BMjA4MzcyMDAxMl5BMl5BanBnXkFtZTcwODg0MzkxMQ@@._V1._SY314_CR3,0,214,314_.jpg	1985	out_of_africa	6.2	32	20	12	62	6.5	6	4	2	66	3.7	10166	84	http://content9.flixster.com/movie/10/85/35/10853583_det.jpg
1960	The Last Emperor	0093389	El último emperador	http://ia.media-imdb.com/images/M/MV5BMTQyNDE4MDk4MV5BMl5BanBnXkFtZTcwMjIyMjU1MQ@@._V1._SY314_CR3,0,214,314_.jpg	1987	last_emperor	7.9	44	40	4	90	7.6	9	7	2	77	3.7	7466	86	http://content8.flixster.com/movie/10/53/54/10535418_det.jpg
1961	Rain Man	0095953	Rain Man	http://ia.media-imdb.com/images/M/MV5BMTU2MTE1NzM5NF5BMl5BanBnXkFtZTYwMDA4ODM5._V1._SY314_CR8,0,214,314_.jpg	1988	rain_man	7.6	54	47	7	87	4.5	7	2	5	28	3.8	42473	88	http://content6.flixster.com/movie/10/85/35/10853584_det.jpg
1962	Driving Miss Daisy	0097239	Paseando a Miss Daisy	http://ia.media-imdb.com/images/M/MV5BMTk3MDI1Njc3MV5BMl5BanBnXkFtZTYwMzkwNTg5._V1._SX150_SY229_.jpg	1989	driving_miss_daisy	7	41	32	9	78	7.9	8	8	0	100	3.4	7698	79	http://content6.flixster.com/movie/26/22/262224_det.jpg
1963	Take the Money and Run	0065063	Toma el dinero y corre	http://ia.media-imdb.com/images/M/MV5BMTI0MDg4ODgxNV5BMl5BanBnXkFtZTcwNzExODUyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1969	take_the_money_and_run	6.9	13	12	1	92	0	1	0	1	0	0	0	0	http://content9.flixster.com/movie/28/30/283091_det.jpg
1964	Klute	0067309	Klute	http://ia.media-imdb.com/images/M/MV5BMTc3NjI3ODc5M15BMl5BanBnXkFtZTYwMzA1OTA5._V1._SY314_CR2,0,214,314_.jpg	1971	klute	8	27	26	1	96	0	3	2	1	66	3.7	1593	78	http://content6.flixster.com/movie/27/26/272620_det.jpg
1965	Repo Man	0087995	Repo Man	http://ia.media-imdb.com/images/M/MV5BMTU3MTI3MjkxOF5BMl5BanBnXkFtZTcwNjQyNzEzMQ@@._V1._SY314_CR3,0,214,314_.jpg	1984	repo_man	7.9	37	36	1	97	0	4	4	0	100	3.4	5166	75	http://content8.flixster.com/movie/28/26/282606_det.jpg
1966	Metropolitan	0100142	Metropolitan	http://ia.media-imdb.com/images/M/MV5BMTYyNDgyNTI3MF5BMl5BanBnXkFtZTcwMzk3MjIzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1990	metropolitan	7.4	25	22	3	88	6.5	6	4	2	66	3.9	1143	83	http://content9.flixster.com/movie/10/88/49/10884911_det.jpg
1967	Labyrinth	0091369	Dentro del laberinto	http://ia.media-imdb.com/images/M/MV5BMTIzNjYxMjIyNV5BMl5BanBnXkFtZTcwNTg2NjQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1986	labyrinth	6	32	19	13	59	6.2	6	3	3	50	3.8	81222	85	http://content6.flixster.com/movie/10/84/45/10844548_det.jpg
1968	The Breakfast Club	0088847	El club de los cinco	http://ia.media-imdb.com/images/M/MV5BMzYyNTQ1Nzk2M15BMl5BanBnXkFtZTcwODk0NTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1985	breakfast_club	7.5	42	38	4	90	6.2	6	4	2	66	3.9	93109	90	http://content7.flixster.com/movie/68/89/80/6889801_det.jpg
1969	A Nightmare on Elm Street Part 2: Freddy's Revenge	0089686	Pesadilla en Elm Street 2: la venganza de Freddy	http://ia.media-imdb.com/images/M/MV5BMjE3Nzc1Nzg2N15BMl5BanBnXkFtZTcwNTQwODcyMQ@@._V1._SY314_CR7,0,214,314_.jpg	1985	nightmare_on_elm_street_2_freddys_revenge	4.8	23	10	13	43	0	2	2	0	100	3	19841	55	http://content6.flixster.com/movie/10/95/40/10954016_det.jpg
1970	A Nightmare on Elm Street 3: Dream Warriors	0093629	Pesadilla en Elm Street 3	http://ia.media-imdb.com/images/M/MV5BMjExNjc0NjI4M15BMl5BanBnXkFtZTcwMzkyMjUxMQ@@._V1._SY314_CR7,0,214,314_.jpg	1987	nightmare_on_elm_street_3_a_dream_warriors	5.9	31	22	9	70	0	4	1	3	25	3.1	21954	68	http://content8.flixster.com/movie/10/95/40/10954014_det.jpg
1971	A Nightmare on Elm Street 4: The Dream Master	0095742	Pesadilla en Elm Street 4	http://ia.media-imdb.com/images/M/MV5BODMxODAzMDU2MV5BMl5BanBnXkFtZTcwMzIzMzAyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1988	nightmare_on_elm_street_4_the_dream_master	5.3	25	14	11	56	0	4	2	2	50	3	19043	60	http://content6.flixster.com/movie/10/95/40/10954012_det.jpg
1972	A Nightmare on Elm Street: The Dream Child	0097981	Pesadilla en Elm Street 5	http://ia.media-imdb.com/images/M/MV5BMTIxNjIyNTc3NF5BMl5BanBnXkFtZTcwNzU0MjQyMQ@@._V1._SY314_CR6,0,214,314_.jpg	1989	nightmare_on_elm_street_5_the_dream_child	4.1	27	8	19	29	0	4	1	3	25	2.9	17837	56	http://content8.flixster.com/movie/10/95/40/10954010_det.jpg
1973	Freddy's Dead: The Final Nightmare	0101917	Pesadilla final: la muerte de Freddy	http://ia.media-imdb.com/images/M/MV5BMTI1NTA0NDIxM15BMl5BanBnXkFtZTcwMzcxMTYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1991	freddys_dead_the_final_nightmare	3.9	25	5	20	20	0	4	3	1	75	3	12382	54	http://content8.flixster.com/movie/10/87/87/10878798_det.jpg
1974	Friday the 13th	0080761	Viernes 13	http://ia.media-imdb.com/images/M/MV5BMTc2MjkzMDYyNF5BMl5BanBnXkFtZTcwNjk2MjIyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1980	friday_the_13th_part_1	5.6	45	27	18	60	0	4	2	2	50	3.2	25534	66	http://content8.flixster.com/movie/10/87/23/10872306_det.jpg
1975	Friday the 13th Part 2	0082418	Viernes 13, 2ª parte	http://ia.media-imdb.com/images/M/MV5BNTE4NTA5ODg2OF5BMl5BanBnXkFtZTcwNDA1MTQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1981	friday_the_13th_part_2	4.4	30	10	20	33	0	1	0	1	0	3.1	13685	58	http://content6.flixster.com/movie/10/87/23/10872308_det.jpg
1976	Friday the 13th Part III	0083972	Viernes 13, 3ª parte	http://ia.media-imdb.com/images/M/MV5BMTM3ODI0MjI1NV5BMl5BanBnXkFtZTcwMDgxMTYyMQ@@._V1._SY216_CR35,0,214,216_.jpg	1982	friday_the_13th_part_3	3.5	22	3	19	13	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/10/87/23/10872307_det.jpg
1977	Friday the 13th: The Final Chapter	0087298	Viernes 13: capítulo final	http://ia.media-imdb.com/images/M/MV5BMTM2MzY3NTAwMF5BMl5BanBnXkFtZTcwOTI4NDMyMQ@@._V1._SX98_SY140_.jpg	1984	friday-the-13th-the-final-chapter	4.3	21	5	16	23	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/10/87/23/10872321_det.jpg
1978	Friday the 13th: A New Beginning	0089173	Viernes 13, parte V	http://ia.media-imdb.com/images/M/MV5BODcxMzY5NDk5NV5BMl5BanBnXkFtZTcwNzAzNzUxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1985	friday_the_13th_part_5_a_new_beginning	3.3	17	3	14	17	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/11/14/92/11149246_det.jpg
1979	Jason Lives: Friday the 13th Part VI	0091080	Viernes 13 VI: Jason vive	http://ia.media-imdb.com/images/M/MV5BMjAyNzA1Mzc2MV5BMl5BanBnXkFtZTcwNjY4NDAyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1986	friday_the_13th_part_6_jason_lives	5.1	24	13	11	54	0	0	0	0	0	0	0	0	http://content7.flixster.com/movie/11/14/92/11149245_det.jpg
1980	Friday the 13th Part VII: The New Blood	0095179	Viernes 13 VII: Sangre nueva	http://ia.media-imdb.com/images/M/MV5BNjk5NjE2ODMxMF5BMl5BanBnXkFtZTcwNjQwNDcyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1988	friday_the_13th_part_7_the_new_blood	4.5	16	4	12	25	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/11/14/92/11149248_det.jpg
1981	Friday the 13th Part VIII: Jason Takes Manhattan	0097388	Viernes 13 VIII: Jason toma Manhattan	http://ia.media-imdb.com/images/M/MV5BMTg2Nzc5MDkzM15BMl5BanBnXkFtZTcwMDEwMTMzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1989	friday_the_13th_part_8_jason_takes_manhattan	2.9	20	2	18	10	0	1	0	1	0	2.8	9749	45	http://content9.flixster.com/movie/11/14/92/11149247_det.jpg
1982	Halloween	0373883	Halloween - El origen	http://ia.media-imdb.com/images/M/MV5BMTMzOTg4MzcxNF5BMl5BanBnXkFtZTcwMzY5MDE1MQ@@._V1._SX214_CR0,0,214,314_.jpg	2007	1179254-halloween	4.1	101	26	75	25	3.9	19	3	16	15	3.3	79946	64	http://content7.flixster.com/movie/10/92/20/10922093_det.jpg
1983	Halloween II	0082495	¡Sanguinario!	http://ia.media-imdb.com/images/M/MV5BMTMyMjQxNzA4MV5BMl5BanBnXkFtZTYwMTkzNDg5._V1._SX214_CR0,0,214,314_.jpg	1981	halloween_ii	4.3	30	8	22	26	4.4	5	1	4	20	3.3	16555	67	http://content9.flixster.com/movie/27/57/275791_det.jpg
1984	Halloween III: Season of the Witch	0085636	Halloween III: El día de la bruja	http://ia.media-imdb.com/images/M/MV5BMzg4MTk3MzQ2MV5BMl5BanBnXkFtZTcwODc4ODIyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1982	halloween_3_season_of_the_witch	4.2	15	5	10	33	0	2	1	1	50	2.2	7355	28	http://content7.flixster.com/movie/10/87/02/10870285_det.jpg
1985	Halloween 4: The Return of Michael Myers	0095271	Halloween 4: el regreso de Michael Myers	http://ia.media-imdb.com/images/M/MV5BMTU0OTQ4NzQ4MV5BMl5BanBnXkFtZTcwMTE2NzMzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1988	halloween_4_the_return_of_michael_myers	3.8	22	5	17	22	0	4	0	4	0	3.1	13190	61	http://content9.flixster.com/movie/28/53/285327_det.jpg
1986	Halloween 5	0097474	Halloween 5: la venganza de Michael Myers	http://ia.media-imdb.com/images/M/MV5BNjQ4MDQ2ODI0Ml5BMl5BanBnXkFtZTcwNzE2NzMzMQ@@._V1._SY314_CR5,0,214,314_.jpg	1989	halloween_5_the_revenge_of_michael_myers	3.6	21	3	18	14	0	2	1	1	50	3	11908	55	http://content9.flixster.com/movie/26/73/267307_det.jpg
1987	Prom Night	0926129	Una noche para morir	http://ia.media-imdb.com/images/M/MV5BMTMwMDA3OTk5MV5BMl5BanBnXkFtZTcwMTgwNzk3MQ@@._V1._SY314_CR0,0,214,314_.jpg	2008	prom_night	2.8	60	5	55	8	2.4	9	1	8	11	3	51435	46	http://content9.flixster.com/movie/10/66/75/10667503_det.jpg
1988	Hello Mary Lou: Prom Night II	0093176	Hello Mary Lou		1987	hello_mary_lou_prom_night_2	4	8	3	5	37	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/20/86/04/2086048_det.jpg
1989	Prom Night III: The Last Kiss	0098136	Prom Night III: The Last Kiss	http://ia.media-imdb.com/images/M/MV5BMTk4MDcxNTMxOV5BMl5BanBnXkFtZTcwNTc2NzgxMQ@@._V1._SX77_SY140_.jpg	1990	prom_night_3_the_last_kiss	0	3	0	3	0	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/88/54/10885474_det.jpg
1990	Prom Night IV: Deliver Us from Evil	0105179	Prom Night IV: Deliver Us from Evil	http://ia.media-imdb.com/images/M/MV5BMTI0MTA0MTA4N15BMl5BanBnXkFtZTcwNzM0OTMyMQ@@._V1._SX77_SY140_.jpg	1992	prom_night_4_deliver_us_from_evil	2.1	5	0	5	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/10/89/46/10894616_det.jpg
1991	Bride of Chucky	0144120	La novia de Chucky	http://ia.media-imdb.com/images/M/MV5BMTI4MjA1Njc2N15BMl5BanBnXkFtZTcwMDM4NDAzMQ@@._V1._SY314_CR1,0,214,314_.jpg	1998	bride_of_chucky	5.3	30	13	17	43	0	4	1	3	25	2.6	20874	52	http://content7.flixster.com/movie/27/67/276717_det.jpg
1992	Child's Play 2	0099253	Muñeco diabólico 2	http://ia.media-imdb.com/images/M/MV5BMTgzMTYxMzExMF5BMl5BanBnXkFtZTcwODk2MjIyMQ@@._V1._SY314_CR0,0,214,314_.jpg	1990	childs_play_2	4.2	13	5	8	38	0	1	1	0	100	2.8	13499	52	http://content8.flixster.com/movie/27/38/273822_det.jpg
1993	Child's Play 3	0103956	Muñeco diabólico 3	http://ia.media-imdb.com/images/M/MV5BMTg5MDM1NTUxMl5BMl5BanBnXkFtZTYwNjE4Mjg5._V1._SX150_SY223_.jpg	1991	childs_play_3	4.3	11	3	8	27	0	1	0	1	0	2.8	12064	47	http://content8.flixster.com/movie/27/49/274994_det.jpg
1994	Poltergeist	0084516	Poltergeist	http://ia.media-imdb.com/images/M/MV5BMTU4NzMyMjAyOV5BMl5BanBnXkFtZTYwNjY0MzI5._V1._SY314_CR0,0,214,314_.jpg	1982	1016513-poltergeist	7.1	49	42	7	85	0	4	3	1	75	3.4	15891	74	http://content7.flixster.com/movie/25/42/254297_det.jpg
1995	Poltergeist II: The Other Side	0091778	Poltergeist II: El otro lado	http://ia.media-imdb.com/images/M/MV5BMTc0NTcyMTU4NF5BMl5BanBnXkFtZTcwMDMzNDMyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1986	poltergeist_ii_the_other_side	4.7	17	7	10	41	0	1	0	1	0	0	0	0	http://content6.flixster.com/movie/10/88/23/10882352_det.jpg
1996	Poltergeist III	0095889	Poltergeist III	http://ia.media-imdb.com/images/M/MV5BMTI3NzQ3MzU2OF5BMl5BanBnXkFtZTcwNDg0MzUxMQ@@._V1._SX214_CR0,0,214,314_.jpg	1988	poltergeist_iii	3.6	14	2	12	14	0	0	0	0	0	0	0	0	http://content8.flixster.com/movie/10/86/93/10869346_det.jpg
1997	The Exorcist	0070047	El exorcista	http://ia.media-imdb.com/images/M/MV5BNzYwMDA0NTA3M15BMl5BanBnXkFtZTcwMDcwNDY3Mg@@._V1._SX214_CR0,0,214,314_.jpg	1973	exorcist	7.7	43	36	7	83	6.6	7	5	2	71	3.7	49968	83	http://content9.flixster.com/movie/28/02/280219_det.jpg
1998	Exorcist II: The Heretic	0076009	Exorcista II: el hereje	http://ia.media-imdb.com/images/M/MV5BNTUxNDIwNDkwMl5BMl5BanBnXkFtZTcwNjI0NTcxMQ@@._V1._SY314_CR2,0,214,314_.jpg	1977	exorcist_2_the_heretic	3.6	17	4	13	23	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/27/11/271111_det.jpg
1999	The Exorcist III	0099528	El exorcista III	http://ia.media-imdb.com/images/M/MV5BMTAzODA5MTE4NTReQTJeQWpwZ15BbWU3MDI0OTQ4MjE@._V1._SX77_SY140_.jpg	1990	exorcist_3	5.4	27	16	11	59	0	1	0	1	0	2.9	4879	55	http://content6.flixster.com/movie/11/15/20/11152092_det.jpg
2000	Lethal Weapon	0093409	Arma letal	http://ia.media-imdb.com/images/M/MV5BMTU1MDMzOTcxNV5BMl5BanBnXkFtZTcwNDY5NjQyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1987	lethal_weapon	7.3	40	36	4	90	7.4	8	7	1	87	3.6	33975	81	http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
2001	Lethal Weapon	0093409	Arma letal	http://ia.media-imdb.com/images/M/MV5BMTU1MDMzOTcxNV5BMl5BanBnXkFtZTcwNDY5NjQyMQ@@._V1._SY314_CR8,0,214,314_.jpg	1987	lethal_weapon	7.3	40	36	4	90	7.4	8	7	1	87	3.6	33975	81	http://content9.flixster.com/movie/11/12/88/11128835_det.jpg
2002	Lethal Weapon 3	0104714	Arma letal 3	http://ia.media-imdb.com/images/M/MV5BMTI3NTc5OTUzOF5BMl5BanBnXkFtZTcwNjI1ODAyMQ@@._V1._SY314_CR9,0,214,314_.jpg	1992	lethal_weapon_3	5.6	39	22	17	56	4.7	8	3	5	37	3.2	20151	68	http://content9.flixster.com/movie/11/12/88/11128831_det.jpg
2003	Gremlins	0087363	Gremlins	http://ia.media-imdb.com/images/M/MV5BMTU2NzYyMTQxOV5BMl5BanBnXkFtZTcwNjYzNDYyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1984	gremlins	6.8	41	32	9	78	5	5	2	3	40	3.4	31525	70	http://content9.flixster.com/movie/26/50/265023_det.jpg
2004	Gremlins 2: The New Batch	0099700	Gremlins 2: The New Batch	http://ia.media-imdb.com/images/M/MV5BMTM2MDU4Mjk5OF5BMl5BanBnXkFtZTcwMzU4NDQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1990	gremlins_2_the_new_batch	6.4	34	22	12	64	6.4	6	4	2	66	3	18308	58	http://content8.flixster.com/movie/26/05/260594_det.jpg
2005	The Goonies	0089218	Los goonies	http://ia.media-imdb.com/images/M/MV5BMTY1Mzk3MTg0M15BMl5BanBnXkFtZTcwOTQzODYyMQ@@._V1._SY314_CR2,0,214,314_.jpg	1985	goonies	5.9	39	25	14	64	0	3	2	1	66	3.8	89625	88	http://content7.flixster.com/movie/25/37/253701_det.jpg
2006	The Mask of Zorro	0120746	La máscara del Zorro	http://ia.media-imdb.com/images/M/MV5BNjI3NzI2MjY2MF5BMl5BanBnXkFtZTYwMDM5ODU5._V1._SY314_CR6,0,214,314_.jpg	1998	mask_of_zorro	7.1	66	54	12	81	6.5	13	10	3	76	3.3	31107	70	http://content8.flixster.com/movie/75/96/759614_det.jpg
2007	Polish Wedding	0119910	Polish Wedding	http://ia.media-imdb.com/images/M/MV5BMTYwMTg1MTAwNV5BMl5BanBnXkFtZTcwMzU0MjQyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1998	polish_wedding	4.9	35	15	20	42	5.5	9	4	5	44	3	896	51	http://content8.flixster.com/movie/26/41/264126_det.jpg
2008	This World, Then the Fireworks	0117898	This World, Then the Fireworks	http://ia.media-imdb.com/images/M/MV5BMTY0ODQwMzI1Nl5BMl5BanBnXkFtZTcwMTI4NjIyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1997	this_world_then_the_fireworks	3.7	5	1	4	20	0	0	0	0	0	0	0	0	http://content9.flixster.com/movie/70/62/75/7062759_det.jpg
2009	Soylent Green	0070723	Soylent Green: Cuando el destino nos alcance	http://ia.media-imdb.com/images/M/MV5BMTI1MjcxMzI1M15BMl5BanBnXkFtZTcwOTA5MDAwMQ@@._V1._SY314_CR1,0,214,314_.jpg	1973	soylent_green	6	31	22	9	70	0	3	0	3	0	3.5	5747	71	http://content9.flixster.com/movie/25/44/254491_det.jpg
2010	Metropolis	0017136	Metrópolis	http://ia.media-imdb.com/images/M/MV5BMTI2ODk3ODIzNV5BMl5BanBnXkFtZTcwMDk0MTYxMQ@@._V1._SY314_CR9,0,214,314_.jpg	1927		8.9	98	97	1	98	8.8	23	23	0	100	4.1	17640	90	http://content8.flixster.com/movie/10/93/38/10933866_det.jpg
2011	Back to the Future Part II	0096874	Regreso al futuro II	http://ia.media-imdb.com/images/M/MV5BNjE5ODg4NzY1MF5BMl5BanBnXkFtZTcwMjI3MzYwMg@@._V1._SY314_CR8,0,214,314_.jpg	1989	back_to_the_future_2	6	40	26	14	65	4.2	6	2	4	33	3.5	73208	80	http://content7.flixster.com/movie/85/76/857629_det.jpg
2012	Back to the Future Part III	0099088	Regreso al futuro III	http://ia.media-imdb.com/images/M/MV5BMTk3ODgyMTgzNF5BMl5BanBnXkFtZTcwODE3MzYwMg@@._V1._SY314_CR8,0,214,314_.jpg	1990	back_to_the_future_3	6.3	38	27	11	71	5.5	7	3	4	42	3.4	66354	74	http://content8.flixster.com/movie/85/76/857602_det.jpg
2013	The Poseidon Adventure	0069113	La aventura del Poseidón	http://ia.media-imdb.com/images/M/MV5BMTI0NDcwNDI0OF5BMl5BanBnXkFtZTcwNzg3NzIzMQ@@._V1._SY314_CR8,0,214,314_.jpg	1972	1016584-poseidon_adventure	6.8	23	18	5	78	0	1	0	1	0	3.3	7876	72	http://content7.flixster.com/movie/25/66/256609_det.jpg
2014	Freaky Friday	0322330	Ponte en mi lugar	http://ia.media-imdb.com/images/M/MV5BMjEzNTE3OTQwM15BMl5BanBnXkFtZTcwNzgyMjAwMQ@@._V1._SY311_CR1,0,214,311_.jpg	2003	freaky_friday	7	140	123	17	87	7	34	29	5	85	2.9	73112	60	http://content8.flixster.com/movie/55/05/69/5505698_det.jpg
2015	The AbsentMinded Professor	0054594	Un sabio en las nubes	http://ia.media-imdb.com/images/M/MV5BMTI1NDExMTA0MF5BMl5BanBnXkFtZTcwODA0NzMyMQ@@._V1._SY314_CR1,0,214,314_.jpg	1961	absentminded_professor	7.2	20	16	4	80	0	2	2	0	100	3.2	1425	61	http://content9.flixster.com/movie/25/31/253123_det.jpg
2016	The Apple Dumpling Gang Rides Again	0078790	The Apple Dumpling Gang Rides Again	http://ia.media-imdb.com/images/M/MV5BMTkxMzQ5MjMxOF5BMl5BanBnXkFtZTcwMTcyMTAyMQ@@._V1._SY314_CR3,0,214,314_.jpg	1979	apple_dumpling_gang_rides_again	0	3	0	3	0	0	0	0	0	0	0	0	0	http://content6.flixster.com/movie/25/15/251596_det.jpg
2017	Babes in Toyland	0024852	Había una vez dos héroes	http://ia.media-imdb.com/images/M/MV5BMTg5OTczMTk0OV5BMl5BanBnXkFtZTcwNzgxMzQyMQ@@._V1._SX214_CR0,0,214,314_.jpg	1934	march_of_the_wooden_soldiers	8.4	12	12	0	100	0	2	2	0	100	3.6	865	78	http://content7.flixster.com/movie/29/10/291017_det.jpg
2018	Bambi	0034492	Bambi	http://ia.media-imdb.com/images/M/MV5BNzA0MzI0MDcxNV5BMl5BanBnXkFtZTcwMTQxMTcyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1942	bambi	8	38	34	4	89	0	4	4	0	100	3.4	39873	68	http://content9.flixster.com/movie/25/06/250691_det.jpg
2019	Shichinin no samurai	0047478	Los siete samuráis	http://ia.media-imdb.com/images/M/MV5BNzg5Mzk5Nzc0NF5BMl5BanBnXkFtZTcwNjg3MDQzMQ@@._V1._SY314_CR4,0,214,314_.jpg	1954	1018639-seven_samurai	9.2	49	49	0	100	8.6	10	10	0	100	4.5	29509	97	http://content7.flixster.com/movie/39/91/08/3991085_det.jpg
2020	Dangerous Liaisons	0094947	Las amistades peligrosas	http://ia.media-imdb.com/images/M/MV5BMTk5Mjk1MjEzOV5BMl5BanBnXkFtZTcwNzYzNDkxMQ@@._V1._SY314_CR4,0,214,314_.jpg	1988	1005199-dangerous_liaisons	7.7	27	25	2	92	6.5	6	5	1	83	3.7	11359	84	http://content6.flixster.com/movie/26/84/268496_det.jpg
2021	Dune	0087182	Dune	http://ia.media-imdb.com/images/M/MV5BMTU3MjQzNjMxMF5BMl5BanBnXkFtZTcwMjIwNDgyMQ@@._V1._SY314_CR4,0,214,314_.jpg	1984	1006364-dune	6.1	26	16	10	61	0	2	0	2	0	3.4	17715	67	http://content7.flixster.com/movie/11/13/64/11136477_det.jpg
2022	The Last Temptation of Christ	0095497	La última tentación de Cristo	http://ia.media-imdb.com/images/M/MV5BNzA1NDYzNjA4MF5BMl5BanBnXkFtZTYwOTYzMDg4._V1._SY314_CR5,0,214,314_.jpg	1988	last_temptation_of_christ	7.3	46	38	8	82	7.5	7	6	1	85	3.7	7365	83	http://content8.flixster.com/movie/27/03/270314_det.jpg
2023	The Godfather: Part III	0099674	El padrino. Parte III	http://ia.media-imdb.com/images/M/MV5BMTU2MTA1NDMwNF5BMl5BanBnXkFtZTcwNjQzNDM5MQ@@._V1._SY314_CR1,0,214,314_.jpg	1990	godfather_part_iii	6.4	53	35	18	66	6.9	8	6	2	75	3.7	68556	79	http://content6.flixster.com/movie/11/12/76/11127688_det.jpg
2024	The Rapture	0102757	El despertar de Sharon	http://ia.media-imdb.com/images/M/MV5BMTM2MjE2OTYwNl5BMl5BanBnXkFtZTcwMjc2ODYyMQ@@._V1._SY314_CR5,0,214,314_.jpg	1991	rapture	6.5	24	16	8	66	0	2	1	1	50	3.2	627	61	http://content6.flixster.com/movie/10/36/23/10362392_det.jpg
